"kusaal","english","tier","kus_article","en_article","alignment_origin"
"Abdul-Rashid da lieb Majority Leader nya'adɔl ka Akua Dansua di'e o zin'igi lieb Minister for Youth and Sports.","He was replaced by Ghana's first female Minister for Sports, Akua Dansua, and appointed deputy Majority Leader in Parliament instead.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Ba da lɛn vɔɔt o ka o paas Ghana nidib anu banɛ da paas Ninsabilis Sʋ'ʋlim Wadmaanib yikanɛ bɛ South Africa la ka o da tʋm nɔɔr ayi' paae yʋʋm tusa ayi nɛ piinɛ atan' la ni (2013).","He was also nominated as one of Ghana's five Members to the Pan African Parliament in South Africa, where he served for a term until 2013.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"John Mahama saŋa la (2012 - 2016) o da gaŋ o ye o an Minista of State President ɔfisin gɔsid gɔmena nɛ Asʋ'oe-m-mɛŋ nɔɔr yinne yɛla bɛɛ Private Sector Development and Public Private Partnership (PPP).","In the John Mahama administration (2012–2016), Pelpuo was appointed Minister of State at the Office of the President in Charge of Private Sector Development and Public Private Partnership (PPP).","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O da lɛn paas la'askanɛ gɔsid Economic Management Team (EMT) yɛla la ya'as.","He was also a member of the Economic Management Team (EMT).","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Yʋʋm tusa ayi' nɛ piinɛ ayuobʋ la ni (2016), o da lɛn dii o kʋk la paas nɔɔr anaasi ye o lɛn keŋ yʋma anaasi ya'as tis Wa Central Constituency dim.","In 2016, he won his seat for another four-year term as the Member of Parliament for the Wa Central Constituency.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O lɛn anɛ ranking member tis Government Assurance Committee, la'askanɛ gɔsid gɔmena Ministanam ka ba tʋm ban yɛl si'eli zi'el la.","He also held the ranking member position on the Government Assurance Committee, an important oversight committee that monitors and holds government ministers to task for promises they make.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Ba da lɛn vɔɔt o paas nɔɔr atan' ye o an kʋkdaani tis Population and Development Caucus and Ranking Member of the Lands Committee.","He was appointed to serve another term as Chairman of the Population and Development Caucus and Ranking Member of the Lands Committee.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O da lɛn paas la'askanɛ gɔsid bugum nɛ kpikpiŋ yɛla bɛɛ Energy and Business Committee.","He is also a member of the Energy and Business Committees.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O da paam vɔɔt tusa pisi nɛ yinne nɛ kɔbisyi' nɛ pisyɔpɔi nɛ ayi (21,272) yi vɔɔt tusa pisnaasi nɛ yinne nɛ kɔbisnu nɛ yinne (41,501).","He was elected with 21,272 votes out of a total 41,501 valid votes cast.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Ba da vɔɔt o ka bas Mornah Anbataayela Bernard onɛ an People's National Convention nid la, Mohammed Adama Kpegla onɛ an Wabʋg Na'adɔɔg, New Patriotic Party nid, Abu Mumuni onɛ an Convention People's Party nid, Osman Mohammed onɛ an Democratic People's Party nid nɛ Osman Imam Sidik onɛ pʋ mɔr Na'adɔɔgɔ, independent candidate.","He was elected over Mornah Anbataayela Bernard of the People's National Convention, Mohammed Adama Kpegla of the New Patriotic Party, Abu Mumuni of the Convention People's Party, Osman Mohammed of the Democratic People's Party, and Osman Imam Sidik, an independent candidate.","gold","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O yinɛ Wa teŋ kanɛ bɛ Upper West Region, Ghana.","He is the current Member of Parliament for Wa Central constituency in the Upper West Region of Ghana.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da lɛn anɛ Agricultural Ag.","For the National Youth Council, he was Deputy Coordinator of Finance, then its director, and then its Agricultural Ag.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da kpɛn' Ghana Wadmaanib yin lanɛ yʋʋm tusa ayi' nɛ anu (2005) la ni.","Pelpuo entered the Parliament of Ghana in 2005 after winning the Wa Central seat on the ticket of the National Democratic Congress in the December 2004 election.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O da zi'enɛ Ma'asim tiig Na'adɔɔg zugʋ nya' Ghana Wadmaanib vɔɔtʋg la yʋʋm tusayi' nɛ anaasi li Nwadis piinɛ ayi' (Samanpiid Nwadig, 2004) la ni.","Pelpuo entered the Parliament of Ghana in 2005 after winning the Wa Central seat on the ticket of the National Democratic Congress in the December 2004 election.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"Pelpuo da anɛ Minister of State Zugraan ɔfisin.","Pelpuo was a Minister of State at the office of the President until September 2009 when President John Atta Mills moved him to the Ministry of Youth and Sports following the resignation of Muntaka Mohammed Mubarak.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"Zugraan John Atta Mills da gaŋ o ye an minista onɛ gɔsid dasam nɛ pʋ'asada nɛ ninwisigir yɛla yʋʋm tusa ayi' nɛ awai la, li Nwadisa awai la ni (September 2009).","Pelpuo was a Minister of State at the office of the President until September 2009 when President John Atta Mills moved him to the Ministry of Youth and Sports following the resignation of Muntaka Mohammed Mubarak.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Akua da an pu'akanɛ lieb tʋʋma lʋg kaŋa minista yiiga Ghana nwa.","He was replaced by Ghana's first female Minister for Sports, Akua Dansua, and appointed deputy Majority Leader in Parliament instead.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"Girimadaan Pelpuo da lɛn nya' yʋʋm tusa ayi nɛ pisi Wadmaanib nɛ Pirɛsidɛn nam vɔɔtʋg la ka di paas nɔɔr anu ye o lɛn keŋ yʋma anaasi an Wadmaani tis Wa Central.","Pelpuo was elected as the member of parliament of the Wa Central constituency in the 2004 Ghanaian general elections.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"Ba da vɔɔt Pelpuo ye an Wadmaani tis Wa Central constituency yʋʋm tusa ayi nɛ anaasi (2004) Ghana wʋsa vɔɔtʋg la ni.","Pelpuo was elected as the member of parliament of the Wa Central constituency in the 2004 Ghanaian general elections.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da zi'eni tisi o sʋ'ʋlim la Wadmaanib yikanɛ paasi anaasi la Ghana Republic kanɛ paasi anaasi la ni (4th parliament of the 4th republic of Ghana).","He thus represented the constituency in the 4th parliament of the 4th republic of Ghana.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"Dinɛ an pisnu nɛ yinne du'al atan' kɔbiga pʋʋgin (51.3%).","This was equivalent to 51.3% of the total valid votes cast.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Mornah da paamnɛ vɔɔt tusa piinɛ ayi' nɛ kɔbisyi' nɛ pisnii (12,280) ka Mohammed paam vɔɔt tusa ayɔpɔi nɛ kɔbisyi' nɛ pisnaasi nɛ awai (7,249) ka Abu paam kɔbistan' nɛ pisyɔpɔi nɛ ayuobʋ (376) ka Osman paam kɔbiga nɛ pisyɔpɔi nɛ ayi' (172) ka Osman Imam paam kɔbiga nɛ pisnu nɛ ayi (152).","These obtained 12,280 votes, 7,249 votes, 376 votes, 172 votes and 152 votes respectively out of the total valid votes cast.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"Kɔbiga pʋʋgin, ba da paamnɛ pisi nɛ awai du'ali ayuobʋ (29.6%), piinɛ ayɔpɔi du'ali anu (17.5%), nɛɛm du'ali awai (0.9%), nɛɛm du'ali anaasi (0.4%) nɛ nɛɛm du'ali anaas (0.4%).","These were equivalent to 29.6%, 17.5%, 0.9%, 0.4% and 0.4% respectively of the total valid votes cast.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-confident"
"O da zi'enɛ Ma'asim Tiig Na'adɔɔg la, National Democratic Congress zugʋ nya'.","Pelpuo was elected on the ticket of the National Democratic Congress.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da anɛ tuon gat la'askanɛ gɔsid tam nɛ tiis yɛla bɛɛ Lands and Forestry Committee la ni.","He was appointed to serve another term as Chairman of the Population and Development Caucus and Ranking Member of the Lands Committee.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da lɛn paas la'askanɛ gɔsid sanlima tuub nɛ bugum bɛɛ Mines and Energy Committee la.","He is also a member of the Energy and Business Committees.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O lɛn paas la'askanɛ gɔsid kpikpiŋ bɛɛ Business Committee yɛla la.","He is also a member of the Energy and Business Committees.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","anchor-unsure"
"O da tʋmnɛ ala nɛ president n ti lɛn ti'asi ba yʋʋm tusa ayi nɛ piiga yʋʋmpaal Nwadig la ni, 2010.","He served in this capacity until a cabinet reshuffle in January 2010.","silver","Abdul-Rashid Pelpuo","Abdul-Rashid Pelpuo","adjudicated"
"Ba da du'a Abdul-Rauf Ibrahim nɛ nwadis piiga dabisim piiga, 1968 la ni.","Abdul-Rauf Ibrahim was born on 10 October 1968.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"O yinɛ Yagaba linɛ bɛ Ghana North East Region sʋ'ʋlʋmin la.","He comes from Yagaba in the North East Region of Ghana.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"O da keŋ nɛ Navrongo Secondary Sakʋr la naae ka di'e GCE 'A' Kasɛta gbaʋŋ yʋʋma 1989 la ni.","He attended Navrongo Secondary School where he acquired his GCE 'A' Level Certificate in the year 1989.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"Li anɛ Abdul-Rauf Ibrahim n da an Tass Klia Enterprise Limited tʋʋma zugdaan lin da yi 1983 ti paae 2016.","Abdul-Rauf Ibrahim was the managing director of Tass Kalia Enterprise Limited from 1983 to 2016.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"O mɛ da anɛ Hajj kʋkdaan n bɛ gɔmina la tʋʋma dɔɔgin lin da yi 2013 ti paae 2016.","He was also the Hajj Chairman at the Office of the President from the year 2013 to 2016.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"O da lɛn paamɛ o kʋk la ya'as n paas wadmaanib yir linɛ paas anu la Ghana Republic linɛ paas anaasi la yʋʋm 2008 la ni.","He retained his seat and became a member of the Fifth Parliament of the Fourth Republic of Ghana in the year 2008.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"Yʋʋm 2012 la ni ka ba da maal Ghana vɔɔt la ka o lu ka Ussif Mustapha onɛ da nya'ad nɛ o la zi'en Wabʋg Na'adɔɔg bɛɛ New Patriotic Party (NPP) la nɔba zugu di ka bas o.","In the year 2012, he lost his seat as a member of parliament in the 2012 Ghanaian general election to Ussif Mustapha of the opposition Party, New Patriotic Party.","gold","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"Ka mɛ an wadmaani paas wadmaanib yir linɛ paas anaasi , anu, nɛ ayɔpɔi Ghana Republic linɛ paas anaasi la ni onɛ zi'en Ma'asim Tiig Na'adɔɔg la zugu zi'enɛ tis Yagaba-Kubori bɛ North East Region sʋ'ʋlʋm linɛ bɛ Ghana la.","Abdul-Rauf Tanko Ibrahim is a Ghanaian politician, a Development Planner/Architect, Quantity Surveyor and member of the Fourth, Fifth and Seventh Parliament of the Fourth Republic of Ghana representing the Yagaba-Kubori Constituency in the North Eastt Region of Ghana on the ticket of the National Democratic Congress.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"Abdul-Rauf Ibrahim anɛ Ma'asim Tiig Na'adɔɔg bɛɛ National Democratic Congress (NDC) la nid.","Abdul-Rauf Ibrahim is a member of the National Democratic Congress.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"Ban da maal Ghana vɔt yʋʋm 2004 la, o da zi'enɛ Ma'asim Tiig Na'adɔɔg la nɔba zugu di n tis Yagaba-Kubori sʋ'ʋlʋm la.","He contested and won in the 2004 Ghanaian general election on the ticket of the National Democratic Congress for the Yagaba-Kubori constituency which was a new constituency with 6,460 votes out of the 12,080 valid votes cast thus 53.5%.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-confident"
"O da lɛn zi'enɛ nya'a yʋʋm 2016 vɔɔt linɛ ka Ghana dim da maal la ka di.","He again stood for the seat again in the 2016 Ghanaian general election and won.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"Nɛ' da sʋŋ ka o mɛ paas wadmaanib yir linɛ paas ayɔpɔi la Ghana Republic linɛ paas anaasi la ni.","As a result, he became a member of the Seventh Parliament of the Fourth Republic of Ghana on the ticket of the National Democratic Congress.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"O da zi'enɛ Ma'asim Tiig Na'adɔɔg bɛɛ National Democratic Congress (NDC) nɔba zug.","As a result, he became a member of the Seventh Parliament of the Fourth Republic of Ghana on the ticket of the National Democratic Congress.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"Abdul-Rauf Ibrahim mɔr pu'a nɛ biis ayuobʋ.","Abdul-Rauf Ibrahim is married with six children.","silver","Abdul-Rauf Tanko Ibrahim","Abdul-Rauf Tanko Ibrahim","anchor-unsure"
"Abdul-Razak Tahidu anɛ Ghana pɔlitis nwɛ'ɛd ka wadmaan n tis Chereponi linɛ bɛ Ghana North East region sυ'υlυm la.","Abdul-Razak Tahidu is a Ghanaian politician and member of parliament for the Chereponi constituency in the North East region of Ghana.","gold","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"O da pin'ili o sakur zamisυg nɛ yυυm tusir nɛ kɔbiswai nɛ piiswai nɛ ayi' ka maal o SSSCE yυυm tusir nɛ kɔbiswai nɛ piiswai nɛ anu la ni.","He had his basic education in 1992 and had his SSSCE in 1995.","gold","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"Onɛ da an Budget and Examinations Officer n tis ti Ggana gbaυŋ zamisυg lυgυr dim la ka lin nya'aŋ ka o kena an District Chief Executive n bɛ Ministry of Local Government n tis Chereponi sυ'υlυm la.","He was the Budget and Examinations Officer at Ghana Education Service and later the District Chief Executive at the Ministry of Local Government for the Chereponi district.","gold","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"Nannanna o paas kpɛɛm banɛ gɔsid Petroleum Commission la ni.","Currently, he is a board member for the Petroleum Commission.","gold","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"O paas kpɛɛm banɛ gɔsid Subsidiary Legislation la ni ka mɛ paas kpɛɛm banɛ gɔsid Trade, Industry nɛTourism la ni.","He is a member of the Subsidiary Legislation Committee and also a member of the Trade, Industry and Tourism Committee.","gold","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"Ba da du'anɛ Buniya nya'aŋ nwarig yinne la li dabisim piisi nɛ anii yυυm tusri nɛ kɔbiswai nɛ piisyɔpɔi nɛ ayɔpɔi la ni, o yinɛ Chereponi linɛ bɛ Ghana North East region sυ'υlυm la.","He was born on 28 January 1977 and hails from Chereponi in the North East region of Ghana.","silver","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-unsure"
"O da maal linɛ an pa'alυg kasɛta gbaυŋ yυυma tusa yi' la ni ka tɔlisi maal o Digirɛɛ linɛ an Basic Education yυυma tusa yi' nɛ ayɔpɔi ka lɛn tɔlis maal mastɛs digirɛɛ linɛ an Leadership & Development yυυma tusa yi' nɛ piian tan'.","He also had his Teacher certificate in 2000 and his Degree in Basic Education in 2007 and further had his master's degree in Leadership & Development in 2013.","silver","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-confident"
"Abdul-Razak anɛ Mɔr.","Abdul-Razak is a Muslim.","silver","Abdul-Razak Tahidu","Abdul-Razak Tahidu","anchor-unsure"
"O keŋnɛ Ghana Senior High sakur linɛ bɛ Tamale, linɛ ka nidib mi' li ye GHANASCO la.","He attended Ghana Senior High School in Tamale, popularly known as GHANASCO.","gold","Abdul-Samed Muhamed Gunu","Abdul-Samed Muhamed Gunu","anchor-confident"
